Position_z,Position_y,Position_x,Velocity_z,Velocity_y,Velocity_x,Velocity_length,skip
20,28,2,0.020476,-0.405103,0.053368,0.409115938,1
22,28,2,0.026779,-0.397733,0.05289,0.402126853,2
24,28,2,0.031345,-0.389474,0.052221,0.394207482,3
26,28,2,0.033804,-0.380713,0.051301,0.385638291,0
28,28,2,0.033967,-0.371844,0.050044,0.376730831,1
0,0,4,0.174121,-0.489563,-0.412252,0.66328106,2
2,0,4,0.132365,-0.935647,-0.380893,1.018840164,3
4,0,4,0.399399,1.606267,-2.776652,3.23255465,0
6,0,4,1.207887,4.911505,-4.363798,6.680165069,1
8,0,4,2.451344,5.024632,-3.396594,6.541625558,2
10,0,4,1.847526,1.773855,-4.69332,5.346696784,3
12,0,4,-0.279158,-2.13953,-12.831976,13.01211458,0
14,0,4,0.613417,-2.557786,-6.433512,6.950440726,1
16,0,4,-0.582715,-1.973774,-10.300737,10.50430975,2
18,0,4,0.198851,-1.017872,-8.812786,8.873601423,3
20,0,4,-1.927068,4.000112,-3.2022,5.474355846,0
22,0,4,-2.488241,5.240286,-4.14782,7.131363922,1
24,0,4,-1.228644,3.819756,-3.796111,5.523636547,2
26,0,4,-0.405919,-0.56658,-1.431336,1.592013152,3
28,0,4,-0.133116,-0.693874,-0.288721,0.763243613,0
0,2,4,-1.016976,-0.5005,-0.479389,1.230672275,1
2,2,4,-0.842798,-1.075754,-2.355008,2.722795956,2
4,2,4,0.325398,1.798407,-8.044204,8.249204179,3
6,2,4,0.830618,4.827479,-7.667133,9.098318976,0
8,2,4,2.344825,4.808898,-6.38151,8.327507078,1
10,2,4,3.087795,1.366803,-9.907417,10.46706931,2
12,2,4,2.387199,-1.894674,-12.066894,12.44582016,3
14,2,4,1.087513,-2.165287,-4.632839,5.228226231,0
16,2,4,-1.110761,-1.964515,-9.086115,9.362189647,1
18,2,4,-2.418,-0.768252,-11.942073,12.20860527,2
20,2,4,-3.116882,3.608574,-7.395449,8.799399163,3
22,2,4,-2.366828,5.11297,-6.85288,8.87165719,0
24,2,4,-0.848642,3.830543,-8.28606,9.167990142,1
26,2,4,-0.337731,-0.627713,-5.592985,5.638223749,2
28,2,4,0.844213,-0.809303,-0.876194,1.461294926,3
0,4,4,-1.871902,-0.386114,-0.40038,1.952794219,0
2,4,4,-1.993296,-0.704572,-1.364472,2.516234187,1
4,4,4,-1.185864,1.263695,-6.384168,6.615194595,2
6,4,4,0.348494,3.732012,-9.090109,9.832570532,3
8,4,4,1.972405,3.065148,-8.276255,9.043335146,0
10,4,4,3.155128,0.273317,-6.725132,7.433500878,1
12,4,4,2.628961,-1.045465,-3.866106,4.790741969,2
14,4,4,1.041471,-0.899383,-1.895527,2.342343748,3
16,4,4,-1.086563,-1.025689,-2.192861,2.653544129,0
18,4,4,-2.658038,-0.634212,-5.437692,6.085711557,1
20,4,4,-3.153301,1.700444,-7.753915,8.541546395,2
22,4,4,-1.981105,3.783089,-8.638629,9.636516508,3
24,4,4,-0.363576,2.868132,-9.051152,9.50166939,0
26,4,4,1.175518,-0.257235,-3.255678,3.470943914,1
28,4,4,2.005817,-0.593102,-0.674369,2.197690917,2
0,6,4,-1.587747,-0.243738,-0.335156,1.640938236,3
2,6,4,-1.727694,0.312905,-0.713737,1.895324933,0
4,6,4,-1.8814,1.199045,-1.586143,2.737375475,1
6,6,4,-0.572268,2.338443,-2.894911,3.765144888,2
8,6,4,1.164364,1.369524,-2.131908,2.788614572,3
10,6,4,1.702253,0.554632,-1.23491,2.174921755,0
12,6,4,1.163454,0.142861,-0.77225,1.403710988,1
14,6,4,0.349423,0.02812,-0.659492,0.746871385,2
16,6,4,-0.367698,0.136067,-0.699443,0.801833248,3
18,6,4,-1.183052,0.3264,-0.947059,1.550183778,0
20,6,4,-1.713216,0.873287,-1.685098,2.556813352,1
22,6,4,-1.177247,1.965552,-2.626251,3.485182847,2
24,6,4,0.55969,1.872545,-2.443036,3.128594344,3
26,6,4,1.894495,0.692485,-1.058543,2.277972797,0
28,6,4,1.748529,0.015239,-0.494007,1.817038472,1
0,8,4,-1.018998,-0.220659,-0.277961,1.079031805,2
2,8,4,-1.045878,0.3878,-0.509121,1.226154078,3
4,8,4,-1.010179,1.24242,-0.795931,1.788176508,0
6,8,4,-0.446313,1.915013,-1.003282,2.207497419,1
8,8,4,0.442731,1.438769,-0.967314,1.789347185,2
10,8,4,0.707029,0.726428,-0.824693,1.306792329,3
12,8,4,0.523645,0.194483,-0.697445,0.893564352,0
14,8,4,0.177274,0.00677,-0.639442,0.663594737,1
16,8,4,-0.18561,0.070953,-0.661135,0.690351279,2
18,8,4,-0.533,0.424312,-0.760724,1.021190813,3
20,8,4,-0.717106,1.100423,-0.911274,1.598621937,0
22,8,4,-0.452437,1.76081,-1.024299,2.086705426,1
24,8,4,0.447682,1.70379,-0.936889,1.995264528,2
26,8,4,1.023219,0.800967,-0.663384,1.458973471,3
28,8,4,1.060266,0.074043,-0.375917,1.127368594,0
0,10,4,-0.602922,-0.219657,-0.221437,0.678821391,1
2,10,4,-0.60015,0.179509,-0.36661,0.725814298,2
4,10,4,-0.499386,0.58464,-0.534505,0.936421861,3
6,10,4,-0.221429,0.837307,-0.646573,1.080819346,0
8,10,4,0.122119,0.680382,-0.674617,0.965888613,1
10,10,4,0.282208,0.350883,-0.644998,0.786627393,2
12,10,4,0.243176,0.080056,-0.602633,0.654759546,3
14,10,4,0.09052,-0.039889,-0.579676,0.588055497,0
16,10,4,-0.09512,0.003635,-0.589204,0.596843682,1
18,10,4,-0.248261,0.206995,-0.627158,0.705554825,2
20,10,4,-0.28751,0.533127,-0.670576,0.903636304,3
22,10,4,-0.12589,0.818122,-0.678145,1.070071278,0
24,10,4,0.222992,0.773354,-0.60708,1.008140847,1
26,10,4,0.506043,0.39877,-0.45765,0.790278782,2
28,10,4,0.608305,-0.011833,-0.280607,0.670011404,3
0,12,4,-0.35197,-0.22914,-0.169964,0.453073705,0
2,12,4,-0.348677,0.009156,-0.264734,0.437885343,1
4,12,4,-0.2796,0.20165,-0.373993,0.508635082,2
6,12,4,-0.140538,0.299956,-0.453103,0.561272536,3
8,12,4,0.01312,0.252811,-0.491682,0.553025067,0
10,12,4,0.10222,0.120034,-0.498126,0.522481197,1
12,12,4,0.10336,-0.00601,-0.490462,0.501270768,2
14,12,4,0.041115,-0.067972,-0.484597,0.491065055,3
16,12,4,-0.043354,-0.043891,-0.488161,0.492043851,0
18,12,4,-0.105706,0.058266,-0.498446,0.512851928,1
20,12,4,-0.104375,0.201443,-0.502749,0.551570467,2
22,12,4,-0.014138,0.306539,-0.482541,0.571849507,3
24,12,4,0.141806,0.281575,-0.422434,0.527109008,0
26,12,4,0.283038,0.123304,-0.323046,0.446847965,1
28,12,4,0.352935,-0.098015,-0.207046,0.420758958,2
0,14,4,-0.208459,-0.24442,-0.125585,0.344917212,3
2,14,4,-0.209098,-0.102919,-0.189194,0.300181052,0
4,14,4,-0.171962,-0.00214,-0.263264,0.314457378,1
6,14,4,-0.10121,0.048105,-0.321261,0.340244302,2
8,14,4,-0.024621,0.035932,-0.357713,0.360355231,3
10,14,4,0.026165,-0.017414,-0.375133,0.37644737,0
12,14,4,0.037278,-0.073758,-0.380976,0.389836638,1
14,14,4,0.01623,-0.102881,-0.382679,0.396599458,2
16,14,4,-0.017005,-0.090109,-0.383826,0.394627926,3
18,14,4,-0.038041,-0.041041,-0.382946,0.387013075,0
20,14,4,-0.026742,0.021405,-0.37367,0.375236695,1
22,14,4,0.024637,0.060319,-0.34758,0.353634303,2
24,14,4,0.102175,0.041529,-0.298924,0.318621949,3
26,14,4,0.173776,-0.039155,-0.229019,0.290139474,0
28,14,4,0.211194,-0.162559,-0.14996,0.305804408,1
0,16,4,-0.125875,-0.262288,-0.088104,0.303976686,2
2,16,4,-0.12969,-0.176999,-0.130955,0.25553347,3
4,16,4,-0.112547,-0.120181,-0.181439,0.245011042,0
6,16,4,-0.076526,-0.089668,-0.223507,0.25268945,1
8,16,4,-0.035944,-0.088915,-0.253714,0.2712354,2
10,16,4,-0.005512,-0.108791,-0.272368,0.293343129,3
12,16,4,0.007229,-0.13235,-0.282397,0.311956482,0
14,16,4,0.004476,-0.144568,-0.286964,0.321353821,1
16,16,4,-0.004401,-0.137511,-0.287509,0.31873197,2
18,16,4,-0.007154,-0.11448,-0.283185,0.305533295,3
20,16,4,0.005667,-0.087887,-0.270893,0.284849534,0
22,16,4,0.036331,-0.075228,-0.246927,0.260676307,1
24,16,4,0.077251,-0.091099,-0.209267,0.240955228,2
26,16,4,0.113537,-0.138123,-0.159487,0.239592814,3
28,16,4,0.130686,-0.21015,-0.104683,0.268701291,0
0,18,4,-0.077969,-0.280487,-0.056117,0.296481433,1
2,18,4,-0.083526,-0.22889,-0.084387,0.257853428,2
4,18,4,-0.077383,-0.195849,-0.118164,0.241469854,3
6,18,4,-0.059395,-0.17614,-0.147743,0.237446962,0
8,18,4,-0.037044,-0.171186,-0.170861,0.244684257,1
10,18,4,-0.017777,-0.176876,-0.187017,0.258024222,2
12,18,4,-0.00582,-0.185363,-0.197147,0.270666314,3
14,18,4,-0.000829,-0.189373,-0.202368,0.277156324,0
16,18,4,0.001289,-0.184916,-0.203072,0.274652191,1
18,18,4,0.006264,-0.173955,-0.198694,0.264156933,2
20,18,4,0.018225,-0.163063,-0.187693,0.249299729,3
22,18,4,0.037539,-0.160754,-0.168499,0.235887554,0
24,18,4,0.05995,-0.173731,-0.140609,0.231403012,1
26,18,4,0.077951,-0.20317,-0.105513,0.241841685,2
28,18,4,0.083991,-0.246583,-0.067566,0.269114898,3
0,20,4,-0.050546,-0.297674,-0.02811,0.303240631,0
2,20,4,-0.056748,-0.26731,-0.045802,0.277079041,1
4,20,4,-0.056146,-0.248606,-0.067439,0.263638645,2
6,20,4,-0.047496,-0.236274,-0.087211,0.256294814,3
8,20,4,-0.034699,-0.231121,-0.103653,0.255665566,0
10,20,4,-0.021728,-0.231346,-0.116098,0.259753389,1
12,20,4,-0.011072,-0.233272,-0.124649,0.264718319,2
14,20,4,-0.003094,-0.233488,-0.129484,0.267006227,3
16,20,4,0.003696,-0.230143,-0.130514,0.264600387,0
18,20,4,0.011646,-0.224475,-0.127298,0.258320413,1
20,20,4,0.022265,-0.220012,-0.119028,0.251134775,2
22,20,4,0.035202,-0.221013,-0.105085,0.247242359,3
24,20,4,0.047949,-0.230655,-0.085517,0.250627199,0
26,20,4,0.056516,-0.249262,-0.06153,0.262890745,1
28,20,4,0.056978,-0.275484,-0.035864,0.283591525,2
0,22,4,-0.036061,-0.31307,-0.002688,0.315151465,3
2,22,4,-0.042061,-0.296642,-0.01253,0.29987098,0
4,22,4,-0.043799,-0.28731,-0.025159,0.291716238,1
6,22,4,-0.039732,-0.280595,-0.037224,0.285828291,2
8,22,4,-0.031881,-0.277016,-0.047813,0.282914025,3
10,22,4,-0.022426,-0.275849,-0.056343,0.282436063,0
12,22,4,-0.012912,-0.275382,-0.062651,0.282713837,1
14,22,4,-0.003968,-0.274112,-0.066558,0.282104769,2
16,22,4,0.004632,-0.271289,-0.0678,0.279671266,3
18,22,4,0.013544,-0.267758,-0.066009,0.276106817,0
20,22,4,0.023002,-0.265475,-0.060716,0.273299287,1
22,22,4,0.032388,-0.266632,-0.051673,0.273517284,2
24,22,4,0.040146,-0.272767,-0.03906,0.278458653,3
26,22,4,0.044093,-0.283808,-0.023764,0.288194207,0
28,22,4,0.042209,-0.298842,-0.007495,0.301901169,1
0,24,4,-0.030239,-0.326247,0.021366,0.328341298,2
2,24,4,-0.035319,-0.319141,0.01746,0.321563775,3
4,24,4,-0.037522,-0.316186,0.011676,0.318618606,0
6,24,4,-0.035365,-0.313886,0.005774,0.315924743,1
8,24,4,-0.029841,-0.312562,0.000255,0.313983366,2
10,24,4,-0.022188,-0.311931,-0.004476,0.312751164,3
12,24,4,-0.013434,-0.311192,-0.008258,0.311591283,0
14,24,4,-0.004269,-0.309736,-0.010876,0.30995629,1
16,24,4,0.004952,-0.307315,-0.012062,0.307591488,2
18,24,4,0.014084,-0.304534,-0.011539,0.305077801,3
20,24,4,0.022774,-0.302546,-0.008999,0.303535367,0
22,24,4,0.030341,-0.30252,-0.004303,0.304068154,1
24,24,4,0.035757,-0.305245,0.002415,0.307341675,2
26,24,4,0.037791,-0.310553,0.010578,0.313022714,3
28,24,4,0.035452,-0.317769,0.0192,0.32031644,0
0,26,4,-0.030301,-0.337013,0.044597,0.341298704,1
2,26,4,-0.03392,-0.336026,0.045243,0.340750595,2
4,26,4,-0.035522,-0.337433,0.044735,0.342233929,3
6,26,4,-0.033749,-0.338603,0.043805,0.343088712,0
8,26,4,-0.029036,-0.339676,0.042634,0.343570273,1
10,26,4,-0.022108,-0.34049,0.041389,0.343708093,2
12,26,4,-0.013685,-0.340609,0.040137,0.343238618,3
14,26,4,-0.004432,-0.339753,0.038999,0.342012669,0
16,26,4,0.005058,-0.337838,0.038137,0.340021365,1
18,26,4,0.01428,-0.335283,0.037726,0.337700843,2
20,26,4,0.022646,-0.332818,0.037952,0.335739507,3
22,26,4,0.029498,-0.331134,0.038919,0.33471562,0
24,26,4,0.034117,-0.330705,0.040605,0.334930639,1
26,26,4,0.035785,-0.331441,0.042757,0.336097997,2
28,26,4,0.034067,-0.332893,0.044931,0.337634573,3
0,28,4,-0.031518,-0.34531,0.057578,0.351493395,0
2,28,4,-0.033332,-0.348042,0.060054,0.354754477,1
4,28,4,-0.033681,-0.352409,0.06188,0.359382314,2
6,28,4,-0.031489,-0.356297,0.063291,0.363242151,3
8,28,4,-0.026992,-0.359678,0.064326,0.366380494,0
10,28,4,-0.020614,-0.362344,0.065027,0.368709401,1
12,28,4,-0.012843,-0.363921,0.065419,0.369977138,2
14,28,4,-0.004223,-0.364136,0.065531,0.370009692,3
16,28,4,0.004667,-0.362876,0.065394,0.368750793,0
18,28,4,0.013269,-0.360391,0.065029,0.366451238,1
20,28,4,0.021007,-0.357183,0.064452,0.363558867,2
22,28,4,0.02734,-0.353753,0.063662,0.360474009,3
24,28,4,0.031781,-0.350482,0.062637,0.357450777,0
26,28,4,0.033908,-0.347429,0.061324,0.354425303,1
28,28,4,0.033485,-0.344479,0.059642,0.351203922,2
0,0,6,-0.006514,-0.521295,-0.418425,0.66848365,3
2,0,6,0.023641,-0.582786,-0.926929,1.095169297,0
4,0,6,0.196241,3.005769,-3.121563,4.337892734,1
6,0,6,1.560052,4.875715,-5.768122,7.712171576,2
8,0,6,2.716183,4.931875,-3.455103,6.605965323,3
10,0,6,2.101845,1.427225,-3.293867,4.159841754,0
12,0,6,0.417932,-2.857616,-12.172936,12.51083559,1
14,0,6,0.45186,-3.007191,-5.495638,6.280876706,2
16,0,6,-0.366923,-2.83024,-10.114501,10.50942536,3
18,0,6,-0.50992,-1.524091,-7.954902,8.115623058,0
20,0,6,-2.176708,3.914871,-2.27836,5.0254549,1
22,0,6,-2.773597,5.134455,-5.101119,7.750927913,2
24,0,6,-1.610513,4.232064,-5.054215,6.785956608,3
26,0,6,-0.199907,0.815344,-2.317122,2.464508675,0
28,0,6,-0.009098,-0.668912,-0.380236,0.769483887,1
0,2,6,-0.864553,-0.519677,-0.72967,1.244963607,2
2,2,6,-0.570484,-0.535452,-3.890462,3.968356765,3
4,2,6,-0.12602,2.970844,-7.913067,8.453308492,0
6,2,6,1.333315,4.789088,-8.044753,9.45680409,1
8,2,6,2.560001,4.754239,-5.597214,7.777223036,2
10,2,6,3.008084,1.132164,-8.823966,9.391099011,3
12,2,6,2.556831,-2.45735,-11.139685,11.69053188,0
14,2,6,0.908632,-2.598373,-3.668811,4.586646761,1
16,2,6,-0.905329,-2.649151,-8.45752,8.908830797,2
18,2,6,-2.573035,-1.064995,-11.010185,11.35688765,3
20,2,6,-3.020563,3.576424,-6.114917,7.70109209,0
22,2,6,-2.597108,5.035382,-6.80075,8.851567229,1
24,2,6,-1.371788,4.129351,-8.587723,9.627166163,2
26,2,6,0.113619,0.96181,-6.834756,6.903033922,3
28,2,6,0.575227,-0.734291,-1.623896,1.872727314,0
0,4,6,-1.880384,-0.314702,-0.432011,1.95486952,1
2,4,6,-1.796088,-0.155354,-2.076519,2.749908749,2
4,4,6,-0.87709,2.243683,-8.17957,8.526943512,3
6,4,6,0.728223,4.178171,-9.696534,10.58348682,0
8,4,6,2.08411,3.619331,-8.687002,9.638831627,1
10,4,6,3.422992,0.578889,-7.413742,8.186303021,2
12,4,6,2.618726,-1.516285,-3.781729,4.843379016,3
14,4,6,0.811568,-1.554941,-1.121533,2.081903072,0
16,4,6,-0.83817,-1.732796,-2.070823,2.827263487,1
18,4,6,-2.652409,-0.729454,-5.762161,6.385129289,2
20,4,6,-3.426545,2.239449,-8.551499,9.480742461,3
22,4,6,-2.102213,4.278836,-8.902327,10.0984733,0
24,4,6,-0.756517,3.389574,-10.24059,10.8134737,1
26,4,6,0.866811,0.875526,-4.969282,5.119733458,2
28,4,6,1.816622,-0.442924,-0.806658,2.036417023,3
0,6,6,-1.819752,-0.148826,-0.280285,1.847215797,0
2,6,6,-1.918257,0.337511,-0.459387,2.001164663,1
4,6,6,-1.746002,1.566812,-1.758816,2.932039657,2
6,6,6,-0.415411,3.109735,-3.824422,4.946637414,3
8,6,6,1.427436,2.071218,-2.354051,3.445152195,0
10,6,6,2.159209,0.415628,-0.784555,2.334621316,1
12,6,6,1.399317,-0.592731,-0.1946,1.53208592,2
14,6,6,0.396312,-0.619663,-0.146009,0.74990937,3
16,6,6,-0.413198,-0.651432,-0.16484,0.788839948,0
18,6,6,-1.425886,-0.154661,-0.357615,1.478160816,1
20,6,6,-2.184227,1.170745,-1.539441,2.917425241,2
22,6,6,-1.452946,2.847641,-3.260867,4.566548471,3
24,6,6,0.391817,2.384112,-3.11777,3.944363112,0
26,6,6,1.761152,0.846338,-0.879721,2.142861035,1
28,6,6,1.954334,0.066295,-0.332326,1.983496151,2
0,8,6,-1.240737,-0.145612,-0.221939,1.26881365,3
2,8,6,-1.257885,0.467194,-0.34181,1.384694545,0
4,8,6,-1.18244,1.330404,-0.484633,1.844724451,1
6,8,6,-0.547452,2.146591,-0.644972,2.307280974,2
8,8,6,0.550164,1.548448,-0.557722,1.735345921,3
10,8,6,0.869853,0.610756,-0.457297,1.157059929,0
12,8,6,0.63064,-0.069361,-0.395724,0.74774009,1
14,8,6,0.208419,-0.284986,-0.363928,0.507049395,2
16,8,6,-0.216972,-0.2197,-0.375395,0.486072366,3
18,8,6,-0.643265,0.219008,-0.425334,0.801662882,0
20,8,6,-0.886534,1.101298,-0.509108,1.50266123,1
22,8,6,-0.567191,1.9761,-0.628429,2.149790652,2
24,8,6,0.549803,1.833945,-0.588227,2.002910034,3
26,8,6,1.204562,0.899624,-0.416877,1.560153642,0
28,8,6,1.282406,0.154041,-0.26871,1.319279668,1
0,10,6,-0.778391,-0.156471,-0.168264,0.811596264,2
2,10,6,-0.768937,0.270854,-0.273117,0.859778399,3
4,10,6,-0.636634,0.718384,-0.386379,1.034730474,0
6,10,6,-0.295052,1.007884,-0.459069,1.146137072,1
8,10,6,0.135157,0.790127,-0.480724,0.934699767,2
10,10,6,0.332534,0.372156,-0.469209,0.685008055,3
12,10,6,0.288464,0.038397,-0.447654,0.533928752,0
14,10,6,0.107755,-0.106748,-0.434141,0.459874639,1
16,10,6,-0.11218,-0.054882,-0.439409,0.4568114,2
18,10,6,-0.294359,0.194029,-0.459904,0.579487845,3
20,10,6,-0.339644,0.602767,-0.480345,0.84226921,0
22,10,6,-0.140375,0.97696,-0.479348,1.097237662,1
24,10,6,0.298651,0.939245,-0.431541,1.075918782,2
26,10,6,0.647942,0.518485,-0.33291,0.894139026,3
28,10,6,0.782191,0.065049,-0.207252,0.811792784,0
0,12,6,-0.480797,-0.1758,-0.1209,0.526011602,1
2,12,6,-0.473991,0.091791,-0.201767,0.523261864,2
4,12,6,-0.383617,0.318017,-0.291998,0.577546229,3
6,12,6,-0.205079,0.431025,-0.357387,0.596293061,0
8,12,6,-0.007519,0.366777,-0.39208,0.536943786,1
10,12,6,0.109441,0.201313,-0.402273,0.46295553,2
12,12,6,0.117936,0.046918,-0.40009,0.419740642,3
14,12,6,0.048101,-0.028951,-0.396899,0.40084995,0
16,12,6,-0.049626,0.000151,-0.39881,0.401885778,1
18,12,6,-0.119883,0.125102,-0.403688,0.439302226,2
20,12,6,-0.111431,0.301962,-0.401922,0.514916703,3
22,12,6,0.006966,0.436569,-0.380745,0.579316642,0
24,12,6,0.207835,0.412831,-0.329484,0.567613009,1
26,12,6,0.389402,0.226926,-0.247597,0.514231078,2
28,12,6,0.480792,-0.031747,-0.150165,0.504696291,3
0,14,6,-0.299489,-0.200225,-0.081064,0.369262893,0
2,14,6,-0.298862,-0.034182,-0.139587,0.331619412,1
4,14,6,-0.249799,0.093865,-0.20631,0.337304009,2
6,14,6,-0.156265,0.158793,-0.259041,0.341666807,3
8,14,6,-0.053963,0.145632,-0.293281,0.331865078,0
10,14,6,0.016561,0.081261,-0.310859,0.321731153,1
12,14,6,0.037499,0.01277,-0.317636,0.320096667,2
14,14,6,0.017765,-0.022879,-0.319734,0.321043415,3
16,14,6,-0.017561,-0.00776,-0.320337,0.320911826,0
18,14,6,-0.03739,0.05155,-0.318133,0.324444171,1
20,14,6,-0.016345,0.127056,-0.307678,0.333280869,2
22,14,6,0.054858,0.173476,-0.28218,0.33575121,3
24,14,6,0.158367,0.14796,-0.237184,0.321291952,0
26,14,6,0.252928,0.044869,-0.173922,0.310217121,1
28,14,6,0.302254,-0.10824,-0.102165,0.336914033,2
0,16,6,-0.188908,-0.226266,-0.048627,0.298742565,3
2,16,6,-0.192496,-0.121738,-0.088883,0.244489342,0
4,16,6,-0.169108,-0.043307,-0.135736,0.221127279,1
6,16,6,-0.120068,0.001394,-0.175063,0.212285944,2
8,16,6,-0.063934,0.007322,-0.20368,0.213604097,3
10,16,6,-0.019943,-0.014153,-0.221651,0.222995956,0
12,16,6,0.001754,-0.041802,-0.231463,0.235213954,1
14,16,6,0.003604,-0.056642,-0.235924,0.242654979,2
16,16,6,-0.002468,-0.048682,-0.236355,0.241329058,3
18,16,6,-0.000691,-0.021898,-0.231962,0.232994355,0
20,16,6,0.020999,0.008154,-0.219898,0.221048809,1
22,16,6,0.06517,0.019512,-0.196896,0.208316782,2
24,16,6,0.121629,-0.006082,-0.161321,0.20212637,3
26,16,6,0.170898,-0.07176,-0.114762,0.218004451,0
28,16,6,0.194199,-0.166641,-0.063508,0.263658378,1
0,18,6,-0.120415,-0.251043,-0.02212,0.279305665,2
2,18,6,-0.126315,-0.184836,-0.048303,0.229026212,3
4,18,6,-0.117176,-0.135205,-0.079612,0.195828184,0
6,18,6,-0.091856,-0.103184,-0.107221,0.174873684,1
8,18,6,-0.060083,-0.09132,-0.128957,0.169053888,2
10,18,6,-0.031746,-0.094641,-0.144253,0.175424216,3
12,18,6,-0.012623,-0.10326,-0.153928,0.185784275,0
14,18,6,-0.002487,-0.107805,-0.158999,0.192116593,1
16,18,6,0.003916,-0.103213,-0.159815,0.190286869,2
18,18,6,0.013978,-0.091794,-0.155805,0.181374532,3
20,18,6,0.033012,-0.08181,-0.145487,0.170144455,0
22,18,6,0.0613,-0.084019,-0.127383,0.164448506,1
24,18,6,0.093041,-0.106725,-0.101081,0.173966151,2
26,18,6,0.118283,-0.151059,-0.068077,0.203578406,3
28,18,6,0.127219,-0.211689,-0.032426,0.249095067,0
0,20,6,-0.078215,-0.272799,0.000323,0.283790389,1
2,20,6,-0.084973,-0.23152,-0.01542,0.247102605,2
4,20,6,-0.08311,-0.200346,-0.035042,0.219712843,3
6,20,6,-0.070405,-0.177986,-0.053156,0.198649039,0
8,20,6,-0.051962,-0.166064,-0.06837,0.186953894,1
10,20,6,-0.033081,-0.162566,-0.079993,0.184176375,2
12,20,6,-0.017155,-0.162926,-0.088101,0.186013337,3
14,20,6,-0.004734,-0.162718,-0.092843,0.187401657,0
16,20,6,0.006123,-0.159559,-0.094105,0.18534378,1
18,20,6,0.018473,-0.154861,-0.091415,0.180775782,2
20,20,6,0.034289,-0.152992,-0.083944,0.177845109,3
22,20,6,0.053047,-0.159245,-0.071076,0.182276581,0
24,20,6,0.071346,-0.177424,-0.052865,0.198404223,1
26,20,6,0.083875,-0.207593,-0.030497,0.225964458,2
28,20,6,0.085511,-0.246656,-0.006574,0.261140826,3
0,22,6,-0.05299,-0.291081,0.020293,0.296560103,0
2,22,6,-0.059597,-0.266451,0.012199,0.273307068,1
4,22,6,-0.06099,-0.247735,0.001233,0.255135122,2
6,22,6,-0.054807,-0.233039,-0.009455,0.239583764,3
8,22,6,-0.043703,-0.223499,-0.01901,0.228523818,0
10,22,6,-0.03057,-0.218458,-0.026852,0.222214879,1
12,22,6,-0.01748,-0.21587,-0.032816,0.219048618,2
14,22,6,-0.005237,-0.213794,-0.0367,0.21698431,3
16,22,6,0.006515,-0.211254,-0.038212,0.214780946,0
18,22,6,0.018693,-0.209172,-0.03695,0.213231462,1
20,22,6,0.031672,-0.209882,-0.032408,0.214718066,2
22,22,6,0.044664,-0.216003,-0.024319,0.221908951,3
24,22,6,0.055598,-0.229248,-0.012828,0.236242123,0
26,22,6,0.061585,-0.24923,0.001203,0.256728947,1
28,22,6,0.059977,-0.273926,0.016127,0.280878575,2
0,24,6,-0.039158,-0.30578,0.039065,0.310742388,3
2,24,6,-0.044815,-0.292324,0.03656,0.297990501,0
4,24,6,-0.047151,-0.282153,0.032029,0.287853069,1
6,24,6,-0.044045,-0.273459,0.02716,0.27831179,2
8,24,6,-0.036831,-0.267038,0.022408,0.27049572,3
10,24,6,-0.027127,-0.262789,0.018174,0.264809794,0
12,24,6,-0.016254,-0.259855,0.014617,0.260772833,1
14,24,6,-0.005037,-0.257482,0.011975,0.257809527,2
16,24,6,0.006188,-0.255352,0.010545,0.255644543,3
18,24,6,0.017349,-0.254103,0.010638,0.254916632,0
20,24,6,0.028118,-0.255024,0.012589,0.256878075,1
22,24,6,0.037682,-0.259412,0.01656,0.262657101,2
24,24,6,0.044727,-0.26802,0.02245,0.27265221,3
26,24,6,0.047652,-0.280366,0.029701,0.285933483,0
28,24,6,0.045131,-0.295041,0.037352,0.300800882,1
0,26,6,-0.033,-0.316977,0.057249,0.323791394,2
2,26,6,-0.037103,-0.310786,0.058835,0.318474689,3
4,26,6,-0.03906,-0.306355,0.059134,0.314445384,0
6,26,6,-0.037072,-0.302193,0.058866,0.310096998,1
8,26,6,-0.031761,-0.298825,0.058182,0.306088691,2
10,26,6,-0.024035,-0.296317,0.057249,0.302752199,3
12,26,6,-0.014757,-0.294317,0.05613,0.299984737,0
14,26,6,-0.004667,-0.292544,0.054965,0.297699385,1
16,26,6,0.005639,-0.290916,0.05394,0.295928101,2
18,26,6,0.015682,-0.289862,0.053245,0.295128674,3
20,26,6,0.024874,-0.290132,0.053091,0.295996533,0
22,26,6,0.032486,-0.292392,0.053597,0.299033544,1
24,26,6,0.037661,-0.296984,0.054759,0.304329419,2
26,26,6,0.039503,-0.303507,0.056328,0.311207053,3
28,26,6,0.037398,-0.31099,0.057873,0.318532062,0
0,28,6,-0.029761,-0.324829,0.066325,0.33286424,1
2,28,6,-0.031916,-0.322935,0.069384,0.331843012,2
4,28,6,-0.032723,-0.322159,0.071735,0.331667192,3
6,28,6,-0.03082,-0.32125,0.07361,0.331013394,0
8,28,6,-0.026499,-0.320545,0.07503,0.330273818,1
10,28,6,-0.020238,-0.320081,0.076022,0.32960699,2
12,28,6,-0.012567,-0.319624,0.0766,0.328914869,3
14,28,6,-0.004055,-0.318961,0.076785,0.328098307,0
16,28,6,0.004719,-0.318009,0.076606,0.327139836,1
18,28,6,0.013205,-0.317014,0.076087,0.326284354,2
